CRPS,Direction Brier,Tail Brier,Stress CRPS,Stress Tail Brier,Mean predicted tail probability,Observed tail frequency,Stress predicted tail probability,Stress observed tail frequency,Risk monotonic violations,Dir monotonic violations,Delta pi_T risk 0->1,Delta pi_D dir 0->1,Seed,Method,Best Epoch,Best Validation Objective,Mean pi_D,Mean pi_N,Mean pi_T,"Corr(risk, pi_T)","Corr(dir_unc, pi_D)",Near-floor pi_D rate,Near-floor pi_N rate,Near-floor pi_T rate
0.7607094049453735,0.22370952367782593,0.08790993690490723,1.5073652267456055,0.20504245162010193,0.04263772815465927,0.09846153855323792,0.15239647030830383,0.26050421595573425,,,,,45,crps,44,0.7361507415771484,,,,,,,,
0.7608017921447754,0.22403855621814728,0.08753866702318192,1.5047903060913086,0.2033350169658661,0.045301396399736404,0.09846153855323792,0.16046598553657532,0.26050421595573425,0.0,0.0,0.0,0.0,45,static,44,1.1043654680252075,0.3499999940395355,0.3499999940395355,0.30000001192092896,,,0.0,0.0,0.0
0.7578521966934204,0.2235649675130844,0.08653011173009872,1.483303189277649,0.19603870809078217,0.05003989487886429,0.09846153855323792,0.1893012821674347,0.26050421595573425,0.0,0.0,0.4713450074195862,0.2678782641887665,45,prior,58,1.1213239431381226,0.388807475566864,0.30081456899642944,0.31037798523902893,0.9192391005260283,0.667359358413765,0.0,0.0,0.0
0.7588973045349121,0.2237241566181183,0.08696004748344421,1.4916236400604248,0.19881770014762878,0.04606698080897331,0.09846153855323792,0.16727541387081146,0.26050421595573425,100.0,46.0,-0.8476333618164062,-3.881379961967468e-05,45,neural,58,1.0293716192245483,0.05117543041706085,0.36264777183532715,0.586176872253418,-0.9205251252473131,-0.244826507327323,1.0,0.09846153855323792,0.02230769209563732
0.7580057382583618,0.22357825934886932,0.08660121262073517,1.4849931001663208,0.19649699330329895,0.04909168556332588,0.09846153855323792,0.18451809883117676,0.26050421595573425,11.0,0.0,0.2960314452648163,0.1660461574792862,45,hybrid,58,1.1022522449493408,0.2923125624656677,0.38847628235816956,0.3192111551761627,0.8618150980685333,0.853838139703996,0.0,0.0,0.0
0.7575967907905579,0.22363220155239105,0.08626585453748703,1.479722261428833,0.19489312171936035,0.052618514746427536,0.09846153855323792,0.19811192154884338,0.26050421595573425,0.0,0.0,0.46288004517555237,0.2237773835659027,45,monotonic_hybrid,58,1.1081902980804443,0.2964879274368286,0.2977845072746277,0.4057276248931885,0.9362886488987294,0.6460508301243654,0.0,0.0,0.0
0.7250729203224182,0.2205515056848526,0.08140905201435089,1.0985417366027832,0.15341144800186157,0.05189645662903786,0.08923076838254929,0.17106695473194122,0.18269231915473938,,,,,46,crps,55,0.8316699266433716,,,,,,,,
0.7258496284484863,0.22086265683174133,0.08127214759588242,1.1014351844787598,0.15297150611877441,0.053573574870824814,0.08923076838254929,0.17644232511520386,0.18269231915473938,0.0,0.0,0.0,0.0,46,static,53,1.2614175081253052,0.3499999940395355,0.3499999940395355,0.30000001192092896,,,0.0,0.0,0.0
0.7265445590019226,0.22100487351417542,0.0812578871846199,1.105476975440979,0.15327845513820648,0.056887436658144,0.08923076838254929,0.18977287411689758,0.18269231915473938,0.0,0.0,0.4713450074195862,0.2678782641887665,46,prior,55,1.2835701704025269,0.38994473218917847,0.3020753860473633,0.30797991156578064,0.9150795482331683,0.6712374350168254,0.0,0.0,0.0
0.7255840301513672,0.22065477073192596,0.0813160389661789,1.0999614000320435,0.15263056755065918,0.052609313279390335,0.08923076838254929,0.1771198809146881,0.18269231915473938,100.0,81.0,-0.8378605842590332,-0.0007573887705802917,46,neural,55,1.2262377738952637,0.05113290622830391,0.2865763306617737,0.6622908115386963,-0.8989234974273909,-0.2778875801663725,1.0,0.08692307770252228,0.0
